Experiment,subj,condition,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit,AOI_cue_p2_1s,AOI_resp_p2_1s,AOI_out_p2_1s,tOutFix_1s,ICU_Exp_medSplit
Exp6,P121_Exp6,C1,18,F,3,18,69,10,2,14,1,1828.21948109631,130,0,1394,166,0,626,300,11,5,548,810,0,530,0,523,24,High,0,37,626,300,High
Exp6,P121_Exp6,C1,18,F,3,18,70,12,4,16,1,1012.01539951217,379,0,470,356,0,0,NA,7,1,304,810,0,684,0,681,24,High,0,356,0,NA,High
Exp6,P121_Exp6,C1,18,F,3,18,71,11,3,15,1,3061.61435291506,726,0,1759,263,0,0,NA,8,1,918,811,45,725,45,725,24,High,0,263,0,NA,High
Exp6,P121_Exp6,C1,18,F,3,18,72,9,1,13,1,1379.8701533924,342,0,903,1570,0,450,223,6,7,414,810,0,59,0,59,24,High,0,157,450,223,High
Exp6,P122_Exp6,C1,19,M,1,1,1,4,4,8,1,7486.4620361077,3427,206,313,267,0,1622,200,41,11,2246,813,0,0,0,0,25,High,0,143,163,200,High
Exp6,P122_Exp6,C1,19,M,1,1,2,2,2,6,3,12249.4005129156,2046,306,4246,126,0,1276,176,53,7,3675,814,0,0,0,0,25,High,0,126,160,176,High
Exp6,P122_Exp6,C1,19,M,1,1,3,3,3,7,2,5981.91064322236,688,127,1635,167,0,915,929,28,17,1795,814,42,2,42,0,25,High,0,167,0,NA,High
Exp6,P122_Exp6,C1,19,M,1,1,4,1,1,5,2,4942.70068630067,1511,1117,1230,160,0,103,360,19,22,1483,811,0,0,0,0,25,High,233,0,103,360,High
Exp6,P122_Exp6,C1,19,M,1,2,5,4,4,8,1,2452.30666692441,747,423,257,0,0,666,180,9,14,736,813,0,40,0,40,25,High,120,0,666,180,High
Exp6,P122_Exp6,C1,19,M,1,2,6,1,1,5,3,9507.02933321372,1443,1487,4092,0,0,93,240,45,23,2852,807,39,0,39,0,25,High,299,0,93,240,High
Exp6,P122_Exp6,C1,19,M,1,2,7,3,3,7,2,5376.27383459039,1153,587,1398,0,0,250,330,20,7,1613,811,0,67,0,67,25,High,0,0,250,330,High
Exp6,P122_Exp6,C1,19,M,1,2,8,2,2,6,2,5793.76919807692,1351,0,1436,187,0,1136,240,26,5,1738,806,0,0,0,0,25,High,0,187,0,NA,High
Exp6,P122_Exp6,C1,19,M,1,3,9,1,1,5,2,5599.91481608449,1506,671,842,0,0,0,NA,20,16,1680,814,0,5,0,0,25,High,57,0,0,NA,High
Exp6,P122_Exp6,C1,19,M,1,3,10,4,4,8,1,2455.88004462843,739,180,230,86,0,497,270,11,10,737,812,0,94,0,89,25,High,180,0,497,270,High
Exp6,P122_Exp6,C1,19,M,1,3,11,3,3,7,1,2240.33093135949,800,994,296,167,0,345,263,8,18,673,811,0,0,0,0,25,High,183,0,345,263,High
Exp6,P122_Exp6,C1,19,M,1,3,12,2,2,6,2,3255.43281397768,405,729,1642,0,0,220,403,17,7,977,807,0,0,0,0,25,High,153,0,220,403,High
Exp6,P122_Exp6,C1,19,M,1,4,13,4,4,8,1,1753.46772791454,427,664,524,694,0,191,656,8,14,526,812,0,96,0,84,25,High,387,0,191,656,High
Exp6,P122_Exp6,C1,19,M,1,4,14,1,1,5,2,3643.9988505299,689,2101,1724,0,340,107,610,17,17,1094,810,0,0,0,0,25,High,516,0,107,610,High
Exp6,P122_Exp6,C1,19,M,1,4,15,2,2,6,1,2075.92959739486,1063,921,447,0,0,103,290,12,12,623,811,0,46,0,46,25,High,477,0,103,290,High
Exp6,P122_Exp6,C1,19,M,1,4,16,3,3,7,1,4489.79996571143,1030,546,1107,0,0,702,214,17,15,1348,811,0,0,0,0,25,High,316,0,302,214,High
Exp6,P122_Exp6,C1,19,M,1,5,17,2,2,6,1,1202.05099443774,307,751,680,223,0,0,NA,3,16,361,813,0,53,0,50,25,High,0,223,0,NA,High
Exp6,P122_Exp6,C1,19,M,1,5,18,1,1,5,1,4563.75119535005,2456,1221,894,193,0,184,166,19,15,1369,810,0,0,0,0,25,High,107,0,184,166,High
Exp6,P122_Exp6,C1,19,M,1,5,19,4,4,8,1,1349.85202992539,274,771,177,0,0,399,220,4,12,405,813,0,2,0,0,25,High,30,0,399,220,High
Exp6,P122_Exp6,C1,19,M,1,5,20,3,3,7,1,1033.36510876761,166,0,120,0,0,1254,256,6,11,310,814,0,0,0,0,25,High,0,0,357,256,High
Exp6,P122_Exp6,C1,19,M,1,6,21,4,4,8,1,1254.05000917453,217,0,236,337,0,375,253,6,15,376,812,0,47,0,42,25,High,0,154,375,253,High
Exp6,P122_Exp6,C1,19,M,1,6,22,2,2,6,1,1333.62090199444,193,0,448,550,0,330,187,8,7,400,814,0,0,0,0,25,High,0,0,330,187,High
Exp6,P122_Exp6,C1,19,M,1,6,23,1,1,5,1,1831.77293626431,852,1126,803,719,0,0,NA,7,12,550,814,0,0,0,0,25,High,673,186,0,NA,High
Exp6,P122_Exp6,C1,19,M,1,6,24,3,3,7,1,775.930080366379,266,545,210,0,0,957,267,4,10,233,811,0,0,0,0,25,High,0,0,407,267,High
Exp6,P122_Exp6,C1,19,M,2,7,25,5,1,9,1,2826.15870650989,1077,1119,887,240,0,207,117,9,17,848,811,0,3,0,0,25,High,50,86,100,117,High
Exp6,P122_Exp6,C1,19,M,2,7,26,7,3,11,1,2337.87949403995,790,432,524,0,0,1314,160,9,16,701,812,0,0,0,0,25,High,0,0,83,160,High
Exp6,P122_Exp6,C1,19,M,2,7,27,6,2,10,1,2709.93639279186,1837,633,646,17,0,130,180,9,14,813,811,0,0,0,0,25,High,153,0,130,180,High
Exp6,P122_Exp6,C1,19,M,2,7,28,8,4,12,1,1250.29612126673,331,170,260,0,0,892,3,6,9,375,813,0,1,0,0,25,High,0,0,892,3,High
Exp6,P122_Exp6,C1,19,M,2,8,29,6,2,10,3,6915.44666315531,3603,1067,1127,182,0,444,430,22,14,2074,815,0,0,0,0,25,High,233,0,260,430,High
Exp6,P122_Exp6,C1,19,M,2,8,30,5,1,9,1,1319.52269236717,692,778,490,206,0,156,330,7,21,396,813,0,44,0,40,25,High,240,206,156,330,High
Exp6,P122_Exp6,C1,19,M,2,8,31,7,3,11,1,1451.33982043262,430,715,870,347,0,353,184,6,13,435,813,0,0,0,0,25,High,126,167,353,184,High
Exp6,P122_Exp6,C1,19,M,2,8,32,8,4,12,1,931.870677413826,164,216,123,0,0,787,57,6,11,280,814,0,0,0,0,25,High,0,0,787,57,High
Exp6,P122_Exp6,C1,19,M,2,9,33,6,2,10,1,829.435661089519,133,0,467,130,0,173,386,5,14,249,810,0,0,0,0,25,High,0,0,173,386,High
Exp6,P122_Exp6,C1,19,M,2,9,34,8,4,12,1,1197.34716399762,346,0,237,380,0,140,230,5,10,359,809,0,0,0,0,25,High,0,380,140,230,High
Exp6,P122_Exp6,C1,19,M,2,9,35,5,1,9,1,1023.55537497715,249,0,656,206,0,157,40,4,9,307,812,0,0,0,0,25,High,0,0,157,40,High
Exp6,P122_Exp6,C1,19,M,2,9,36,7,3,11,1,785.430713058304,354,143,177,0,0,952,204,3,17,236,813,0,0,0,0,25,High,143,0,194,204,High
Exp6,P122_Exp6,C1,19,M,2,10,37,5,1,9,1,1275.63456281496,390,0,600,448,0,100,140,6,12,383,811,0,2,0,0,25,High,0,418,100,140,High
Exp6,P122_Exp6,C1,19,M,2,10,38,6,2,10,1,921.554428354284,226,369,430,706,0,0,NA,9,14,276,812,0,0,0,0,25,High,0,706,0,NA,High
Exp6,P122_Exp6,C1,19,M,2,10,39,7,3,11,1,815.402048763644,247,110,0,590,0,0,NA,4,10,245,814,0,0,0,0,25,High,0,136,0,NA,High
Exp6,P122_Exp6,C1,19,M,2,10,40,8,4,12,1,807.348214460944,243,876,327,53,0,1370,107,4,6,243,811,0,0,0,0,25,High,0,53,774,107,High
Exp6,P122_Exp6,C1,19,M,2,11,41,5,1,9,1,978.070726192527,180,224,427,369,0,0,NA,5,15,293,811,0,63,0,58,25,High,0,233,0,NA,High
Exp6,P122_Exp6,C1,19,M,2,11,42,8,4,12,1,1115.99411017596,313,0,317,266,0,190,177,5,9,335,814,0,0,0,0,25,High,0,0,190,177,High
Exp6,P122_Exp6,C1,19,M,2,11,43,6,2,10,1,1367.88282653652,373,536,610,0,0,133,70,6,10,410,813,0,0,0,0,25,High,0,0,133,70,High
Exp6,P122_Exp6,C1,19,M,2,11,44,7,3,11,1,571.680664757878,253,90,173,0,0,314,154,4,9,172,812,0,74,0,73,25,High,90,0,314,154,High
Exp6,P122_Exp6,C1,19,M,2,12,45,6,2,10,1,882.167885363742,160,0,483,424,0,174,1789,5,8,264,814,0,0,0,0,25,High,0,424,0,NA,High
Exp6,P122_Exp6,C1,19,M,2,12,46,5,1,9,1,1007.38401464332,196,0,230,0,0,64,1796,5,11,302,812,0,0,0,0,25,High,0,0,0,NA,High
Exp6,P122_Exp6,C1,19,M,2,12,47,8,4,12,1,977.964472691383,317,403,180,0,0,1791,3,4,13,293,810,0,1,0,0,25,High,0,0,867,3,High
Exp6,P122_Exp6,C1,19,M,2,12,48,7,3,11,1,747.838405328366,133,0,83,156,0,1188,836,4,11,224,815,0,0,0,0,25,High,0,0,0,NA,High
Exp6,P122_Exp6,C1,19,M,3,13,49,10,2,14,2,2890.45897890173,684,943,1602,154,0,136,1570,13,21,867,812,0,18,0,0,25,High,0,154,0,NA,High
Exp6,P122_Exp6,C1,19,M,3,13,50,9,1,13,1,1343.72434219404,433,577,114,0,0,147,13,5,11,403,810,0,91,0,55,25,High,130,0,147,13,High
Exp6,P122_Exp6,C1,19,M,3,13,51,11,3,15,1,1123.97308405343,280,304,0,123,0,1580,53,3,13,337,812,0,0,0,0,25,High,0,0,440,53,High
Exp6,P122_Exp6,C1,19,M,3,13,52,12,4,16,1,559.809250818944,267,1136,200,0,0,843,366,3,11,168,810,0,0,0,0,25,High,283,0,110,366,High
Exp6,P122_Exp6,C1,19,M,3,14,53,11,3,15,1,1100.09623186488,440,180,90,554,0,576,60,6,14,330,814,0,37,0,37,25,High,0,0,576,60,High
Exp6,P122_Exp6,C1,19,M,3,14,54,12,4,16,1,1281.69554025226,536,140,210,190,0,224,160,4,17,384,814,0,2,0,0,25,High,0,190,224,160,High
Exp6,P122_Exp6,C1,19,M,3,14,55,9,1,13,1,1335.92587852399,570,740,584,0,0,97,13,4,15,401,813,0,0,0,0,25,High,173,0,97,13,High
Exp6,P122_Exp6,C1,19,M,3,14,56,10,2,14,1,1148.01957962482,677,693,377,0,0,441,36,5,10,344,814,0,58,0,0,25,High,0,0,147,36,High
Exp6,P122_Exp6,C1,19,M,3,15,57,12,4,16,1,1277.77864980817,277,587,636,0,0,540,73,7,10,384,810,0,2,0,0,25,High,130,0,336,73,High
Exp6,P122_Exp6,C1,19,M,3,15,58,11,3,15,1,901.62676525506,238,0,537,80,0,696,130,6,12,270,813,0,35,0,35,25,High,0,80,696,130,High
Exp6,P122_Exp6,C1,19,M,3,15,59,10,2,14,1,930.163980545331,273,430,0,156,0,0,NA,7,11,279,810,0,42,0,0,25,High,0,156,0,NA,High
Exp6,P122_Exp6,C1,19,M,3,15,60,9,1,13,1,1126.07098699664,406,240,303,120,0,173,144,5,12,338,811,0,0,0,0,25,High,240,0,133,144,High
Exp6,P122_Exp6,C1,19,M,3,16,61,12,4,16,1,1049.77885989865,243,0,267,0,0,264,153,4,9,315,814,0,46,0,0,25,High,0,0,264,153,High
Exp6,P122_Exp6,C1,19,M,3,16,62,9,1,13,1,1087.33343556014,326,363,507,0,30,104,3,6,12,327,812,0,3,0,0,25,High,0,0,104,3,High
Exp6,P122_Exp6,C1,19,M,3,16,63,11,3,15,1,1109.50781687643,330,0,150,197,0,1065,330,4,20,333,811,0,0,0,0,25,High,0,0,629,330,High
Exp6,P122_Exp6,C1,19,M,3,16,64,10,2,14,1,908.053592815122,236,660,0,0,0,177,10,4,16,273,811,0,21,0,0,25,High,0,0,177,10,High
Exp6,P122_Exp6,C1,19,M,3,17,65,12,4,16,1,1260.13966298342,233,0,190,0,0,230,167,8,9,378,810,0,4,0,0,25,High,0,0,230,167,High
Exp6,P122_Exp6,C1,19,M,3,17,66,11,3,15,1,907.676272145181,310,0,287,63,0,370,110,5,6,273,811,0,0,0,0,25,High,0,63,370,110,High
Exp6,P122_Exp6,C1,19,M,3,17,67,10,2,14,1,1010.26070745502,289,0,210,0,0,110,144,7,15,303,810,0,60,0,0,25,High,0,0,110,144,High
Exp6,P122_Exp6,C1,19,M,3,17,68,9,1,13,1,697.802061800758,210,0,420,0,0,113,2596,4,9,210,814,0,35,0,34,25,High,0,0,0,NA,High
Exp6,P122_Exp6,C1,19,M,3,18,69,12,4,16,1,1225.59882300266,196,0,313,256,0,354,17,5,8,367,811,0,178,0,175,25,High,0,0,354,17,High
Exp6,P122_Exp6,C1,19,M,3,18,70,10,2,14,1,945.482294304384,290,0,130,0,0,123,3,4,11,284,810,0,161,0,86,25,High,0,0,123,3,High
Exp6,P122_Exp6,C1,19,M,3,18,71,9,1,13,1,1237.71896673497,266,165,496,130,0,200,143,5,15,371,812,0,0,0,0,25,High,0,0,127,143,High
Exp6,P122_Exp6,C1,19,M,3,18,72,11,3,15,1,1077.89709831195,219,0,0,63,0,1496,200,7,20,323,811,0,0,0,0,25,High,0,0,744,200,High
Exp6,P123_Exp6,C1,19,M,1,1,1,2,2,6,3,7282.96726184732,308,146,5881,1032,0,407,260,17,19,2185,814,154,113,154,103,10,Low,146,277,407,260,Low
Exp6,P123_Exp6,C1,19,M,1,1,2,1,1,5,2,4821.18199775897,1268,583,3185,921,0,680,280,11,16,1447,813,0,18,0,0,10,Low,0,220,680,280,Low
Exp6,P123_Exp6,C1,19,M,1,1,3,4,4,8,2,3398.31962502171,307,589,2886,729,0,489,237,8,35,1020,807,0,83,0,83,10,Low,0,200,489,237,Low
Exp6,P123_Exp6,C1,19,M,1,1,4,3,3,7,2,4662.17936798483,197,547,3888,841,0,413,224,11,24,1399,810,0,114,0,112,10,Low,81,326,413,224,Low
Exp6,P123_Exp6,C1,19,M,1,2,5,1,1,5,2,5693.20327743753,453,1326,4516,217,0,233,257,15,29,1708,811,33,32,33,30,10,Low,47,217,233,257,Low
Exp6,P123_Exp6,C1,19,M,1,2,6,3,3,7,1,1409.47503525683,346,447,827,810,0,190,316,6,40,423,811,0,49,0,47,10,Low,0,530,190,316,Low
Exp6,P123_Exp6,C1,19,M,1,2,7,2,2,6,2,4810.00425014003,327,531,3512,1082,0,266,230,17,25,1444,810,0,98,0,97,10,Low,338,197,266,230,Low
Exp6,P123_Exp6,C1,19,M,1,2,8,4,4,8,1,1843.78018565383,443,930,1257,744,0,0,NA,7,16,553,811,0,148,0,146,10,Low,0,336,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,3,9,2,2,6,1,3858.34053764273,2355,1215,1056,660,0,183,264,13,31,1158,811,58,41,56,39,10,Low,13,224,183,264,Low
Exp6,P123_Exp6,C1,19,M,1,3,10,4,4,8,1,1440.25383720032,283,958,879,260,0,434,527,8,17,432,811,0,215,0,210,10,Low,0,260,434,527,Low
Exp6,P123_Exp6,C1,19,M,1,3,11,3,3,7,1,1184.26530533395,187,890,776,197,0,347,260,3,27,356,813,0,233,0,230,10,Low,0,197,347,260,Low
Exp6,P123_Exp6,C1,19,M,1,3,12,1,1,5,1,1218.2549552769,322,310,562,870,0,80,394,7,23,365,813,0,219,0,216,10,Low,147,310,80,394,Low
Exp6,P123_Exp6,C1,19,M,1,4,13,3,3,7,1,1587.63227353512,164,401,1160,1134,0,0,NA,6,35,477,812,0,36,0,35,10,Low,0,730,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,4,14,1,1,5,1,2644.69010200338,827,927,1207,406,0,153,354,14,28,793,816,0,140,0,139,10,Low,24,310,153,354,Low
Exp6,P123_Exp6,C1,19,M,1,4,15,4,4,8,1,1515.78015426077,344,179,520,618,0,0,NA,12,32,454,814,0,203,0,201,10,Low,0,333,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,4,16,2,2,6,1,2081.4152362691498,938,186,777,1106,0,0,NA,13,21,625,809,0,269,0,267,10,Low,0,613,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,5,17,1,1,5,1,1814.03343121531,223,966,1234,743,0,0,NA,7,31,544,810,0,92,0,85,10,Low,0,664,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,5,18,3,3,7,1,648.312380464802,357,0,256,1878,0,0,NA,2,16,194,814,0,75,0,74,10,Low,0,621,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,5,19,2,2,6,2,1534.8321315418,370,371,1033,519,0,0,NA,5,33,460,809,0,177,0,169,10,Low,0,267,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,5,20,4,4,8,1,963.457247454755,90,899,607,475,0,317,449,4,34,290,809,0,83,0,81,10,Low,13,286,317,449,Low
Exp6,P123_Exp6,C1,19,M,1,6,21,2,2,6,1,881.90134603866,466,223,370,913,0,0,NA,5,37,265,814,0,115,0,100,10,Low,0,418,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,6,22,3,3,7,1,974.039733979907,214,0,576,269,0,333,1554,6,6,293,811,0,548,0,547,10,Low,0,269,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,6,23,1,1,5,1,1305.78006974093,294,120,735,868,0,241,1969,8,23,392,812,0,249,0,243,10,Low,0,603,0,NA,Low
Exp6,P123_Exp6,C1,19,M,1,6,24,4,4,8,1,342.043906844651,221,365,10,465,0,204,773,7,29,103,811,0,210,0,207,10,Low,0,241,204,773,Low
Exp6,P123_Exp6,C1,19,M,2,7,25,6,2,10,4,6541.00630517939,320,281,5729,487,0,870,293,23,28,1963,807,0,0,0,0,10,Low,0,257,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,7,26,5,1,9,3,3503.23590209223,397,0,2794,763,0,366,370,16,19,1051,808,0,254,0,253,10,Low,0,277,366,370,Low
Exp6,P123_Exp6,C1,19,M,2,7,27,8,4,12,1,1419.91655477852,331,412,753,967,0,214,377,12,33,426,813,0,57,0,55,10,Low,0,262,214,377,Low
Exp6,P123_Exp6,C1,19,M,2,7,28,7,3,11,1,965.516814616649,320,63,400,839,0,267,270,5,28,289,814,0,259,0,244,10,Low,0,479,267,270,Low
Exp6,P123_Exp6,C1,19,M,2,8,29,5,1,9,1,3706.14567838038,785,1073,2500,577,0,134,263,21,36,1112,812,0,54,0,49,10,Low,81,220,134,263,Low
Exp6,P123_Exp6,C1,19,M,2,8,30,8,4,12,1,1160.04524225798,366,672,697,508,0,0,NA,6,41,348,811,0,165,0,162,10,Low,19,395,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,8,31,7,3,11,1,2530.50018835847,253,153,2227,638,0,284,417,3,18,760,809,0,328,0,323,10,Low,0,210,284,417,Low
Exp6,P123_Exp6,C1,19,M,2,8,32,6,2,10,1,661.93244933640506,320,707,297,219,0,446,360,4,18,199,810,0,200,0,168,10,Low,0,219,446,360,Low
Exp6,P123_Exp6,C1,19,M,2,9,33,5,1,9,1,706.042443444176,354,0,273,1358,0,0,NA,4,17,211,812,0,153,0,146,10,Low,0,545,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,9,34,7,3,11,1,895.477343855646,233,0,590,1303,0,0,NA,3,18,269,810,0,159,0,156,10,Low,0,240,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,9,35,8,4,12,1,1325.62562786154,257,0,744,1814,0,0,NA,7,28,398,811,0,106,0,106,10,Low,0,517,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,9,36,6,2,10,1,266.223279659243,0,0,260,50,0,0,NA,1,8,80,814,0,542,0,540,10,Low,0,50,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,10,37,5,1,9,1,485.646117883448,0,890,293,1084,0,0,NA,2,23,145,813,0,53,0,51,10,Low,220,565,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,10,38,6,2,10,1,1163.99805362903,307,271,790,1413,0,0,NA,5,16,349,810,0,175,0,175,10,Low,78,466,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,10,39,8,4,12,1,576.262847014277,470,0,34,2653,0,0,NA,4,4,173,811,0,0,0,0,10,Low,0,413,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,10,40,7,3,11,1,297.982511639589,0,201,290,717,0,394,913,1,19,89,814,0,246,0,242,10,Low,0,710,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,11,41,6,2,10,1,1384.30472779783,140,0,730,804,0,0,NA,5,16,416,813,81,93,81,88,10,Low,0,547,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,11,42,8,4,12,1,1178.30152570366,192,654,716,322,0,338,633,12,27,353,811,0,194,0,184,10,Low,0,312,338,633,Low
Exp6,P123_Exp6,C1,19,M,2,11,43,7,3,11,1,2252.05866159217,226,0,1852,1642,0,0,NA,9,14,676,813,0,198,0,195,10,Low,0,511,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,11,44,5,1,9,1,204.176970036542,0,207,178,300,0,545,520,3,18,61,812,0,347,0,316,10,Low,207,50,228,520,Low
Exp6,P123_Exp6,C1,19,M,2,12,45,7,3,11,1,933.859006433181,397,0,490,1256,0,0,NA,3,30,281,813,0,100,0,86,10,Low,0,237,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,12,46,8,4,12,1,1025.94155091481,306,0,503,2251,0,0,NA,11,26,308,811,1,0,0,0,10,Low,0,687,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,12,47,6,2,10,1,393.569912389125,126,518,97,2009,0,0,NA,7,17,118,811,0,0,0,0,10,Low,518,123,0,NA,Low
Exp6,P123_Exp6,C1,19,M,2,12,48,5,1,9,1,259.735778934669,0,157,249,875,0,160,900,2,30,78,810,0,196,0,191,10,Low,0,494,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,13,49,9,1,13,1,2288.29321861178,537,567,1460,743,0,670,220,11,17,686,812,0,51,0,49,10,Low,0,467,263,220,Low
Exp6,P123_Exp6,C1,19,M,3,13,50,10,2,14,1,1062.05928945394,270,488,739,707,0,377,757,5,25,319,810,0,71,0,67,10,Low,0,396,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,13,51,11,3,15,1,837.440292776705,256,0,467,1576,0,466,1343,5,11,251,812,0,96,0,89,10,Low,0,243,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,13,52,12,4,16,1,284.405004539963,171,326,0,442,0,393,690,8,22,85,814,0,227,0,220,10,Low,326,0,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,14,53,10,2,14,1,1291.63718534483,246,373,713,696,0,869,584,15,17,387,812,0,53,0,48,10,Low,0,453,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,14,54,9,1,13,1,1129.7451847845,100,251,727,612,0,514,303,7,24,339,810,0,114,0,112,10,Low,0,267,514,303,Low
Exp6,P123_Exp6,C1,19,M,3,14,55,11,3,15,1,598.31407086142,130,0,257,1627,0,0,NA,5,9,179,815,0,196,0,195,10,Low,0,214,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,14,56,12,4,16,1,231.75971495084,0,236,226,534,0,240,1373,1,25,70,814,0,338,0,335,10,Low,236,140,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,15,57,10,2,14,1,1172.18681780412,117,0,786,500,0,632,470,4,28,351,812,0,245,0,239,10,Low,0,257,164,470,Low
Exp6,P123_Exp6,C1,19,M,3,15,58,9,1,13,1,1599.92085321562,0,0,1167,1040,0,183,497,9,23,480,814,0,187,0,185,10,Low,0,123,183,497,Low
Exp6,P123_Exp6,C1,19,M,3,15,59,12,4,16,2,1287.26932123334,488,0,507,413,0,240,2076,15,7,386,808,13,500,0,497,10,Low,0,30,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,15,60,11,3,15,1,149.895316152424,0,0,0,502,0,327,837,1,22,45,814,0,200,0,185,10,Low,0,0,47,837,Low
Exp6,P123_Exp6,C1,19,M,3,16,61,10,2,14,1,954.214400247224,130,47,547,540,0,77,913,9,35,286,812,3,99,0,90,10,Low,0,118,77,913,Low
Exp6,P123_Exp6,C1,19,M,3,16,62,12,4,16,1,2827.7135695381,166,127,2057,261,0,177,260,21,23,849,810,3,277,0,268,10,Low,0,247,177,260,Low
Exp6,P123_Exp6,C1,19,M,3,16,63,9,1,13,1,1172.05400092723,104,0,516,809,0,0,NA,22,29,351,812,8,321,0,238,10,Low,0,723,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,16,64,11,3,15,1,79.7876258138785,0,0,0,276,0,194,759,1,18,24,809,2,502,0,489,10,Low,0,190,194,759,Low
Exp6,P123_Exp6,C1,19,M,3,17,65,12,4,16,1,2199.89604060811,211,318,1487,530,0,0,NA,15,28,660,815,0,215,0,197,10,Low,50,164,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,17,66,10,2,14,1,1282.03935484805,363,0,848,538,0,393,197,8,13,385,814,0,240,0,235,10,Low,0,198,393,197,Low
Exp6,P123_Exp6,C1,19,M,3,17,67,9,1,13,1,1896.0632473968,0,110,1714,1400,0,407,157,8,32,569,810,1,45,0,45,10,Low,0,287,407,157,Low
Exp6,P123_Exp6,C1,19,M,3,17,68,11,3,15,1,428.002385874038,173,40,0,120,0,2312,364,3,9,129,810,69,0,69,0,10,Low,40,120,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,18,69,12,4,16,1,1330.27482226692,0,0,1098,259,0,120,950,13,14,399,809,0,408,0,400,10,Low,0,259,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,18,70,11,3,15,1,805.930696153609,172,0,341,1841,0,0,NA,11,38,242,812,0,51,0,50,10,Low,0,334,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,18,71,9,1,13,1,1614.39759094333,340,0,1138,1107,0,386,1690,12,36,484,810,0,57,0,57,10,Low,0,590,0,NA,Low
Exp6,P123_Exp6,C1,19,M,3,18,72,10,2,14,1,239.666243262491,NA,282,NA,178,NA,356,633,NA,31,72,812,72,305,72,282,10,Low,0,178,173,633,Low
Exp6,P124_Exp6,C1,18,M,1,1,1,1,1,5,3,6455.10051551219,347,183,5124,993,140,886,237,31,11,1937,812,17,0,0,0,30,High,0,200,493,237,High
Exp6,P124_Exp6,C1,18,M,1,1,2,4,4,8,3,4771.88934388869,346,522,3684,933,183,420,250,14,10,1432,812,0,79,0,78,30,High,0,386,420,250,High
Exp6,P124_Exp6,C1,18,M,1,1,3,2,2,6,1,2038.40109731209,393,490,1175,1034,126,627,233,11,16,611,813,0,0,0,0,30,High,157,161,427,233,High
Exp6,P124_Exp6,C1,18,M,1,1,4,3,3,7,1,1229.57889074632,366,0,773,1528,0,600,230,5,20,369,810,0,0,0,0,30,High,0,185,600,230,High
Exp6,P124_Exp6,C1,18,M,1,2,5,1,1,5,1,1393.65260192062,167,917,816,1493,0,0,NA,3,12,418,811,42,0,42,0,30,High,344,247,0,NA,High
Exp6,P124_Exp6,C1,18,M,1,2,6,2,2,6,2,2922.93005781767,217,0,2277,1117,0,1012,267,11,18,877,807,0,0,0,0,30,High,0,211,696,267,High
Exp6,P124_Exp6,C1,18,M,1,2,7,3,3,7,1,1312.38170961205,350,193,853,1947,0,0,NA,6,8,394,809,0,0,0,0,30,High,0,237,0,NA,High
Exp6,P124_Exp6,C1,18,M,1,2,8,4,4,8,1,1197.91283685026,446,493,627,658,0,919,250,5,16,360,814,0,61,0,57,30,High,0,213,636,250,High
